Titles	Genres
Wayne's World (1992)[(3, 0.9779999852180481), (1, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032), (9, 0.003000000026077032)]	comedy
Bodyguard, The (1992)[(3, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	romance
Far and Away (1992)[(6, 0.9959999918937683), (5, 0.0010000000474974513)]	romance
White Men Can't Jump (1992)[(4, 0.49000000953674316), (6, 0.49000000953674316), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032)]	comedy
Buffy the Vampire Slayer (1992)[(1, 0.996999979019165)]	comedy
Hard-Boiled (Lat sau san taam) (1992)[(9, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
Stop! Or My Mom Will Shoot (1992)[(2, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Cutting Edge, The (1992)[(4, 0.9959999918937683)]	romance
Single White Female (1992)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Boondock Saints, The (2000)[(1, 0.9940000176429749), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Beach, The (2000)[(9, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Pitch Black (2000)[(5, 0.9980000257492065)]	sci-fi
Whole Nine Yards, The (2000)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
City Lights (1931)[(3, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Defending Your Life (1991)[(5, 0.9959999918937683), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513), (8, 0.0010000000474974513)]	romance
Harry and the Hendersons (1987)[(1, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Final Destination (2000)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Animal House (1978)[(7, 0.9829999804496765), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Grumpy Old Men (1993)[(5, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Modern Times (1936)[(3, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Hustler, The (1961)[(8, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	romance
Close Encounters of the Third Kind (1977)[(4, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	sci-fi
Ladyhawke (1985)[(6, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	fantasy
High Fidelity (2000)[(4, 0.8489999771118164), (9, 0.14900000393390656)]	comedy
Road to El Dorado, The (2000)[(0, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (2, 0.003000000026077032), (3, 0.003000000026077032)]	animation
Hook (1991)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Solaris (Solyaris) (1972)[(0, 0.9950000047683716), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
Network (1976)[(6, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (9, 0.003000000026077032)]	comedy
Frequency (2000)[(6, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Return to Me (2000)[(5, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	romance
Parenthood (1989)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Predator (1987)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Caddyshack (1980)[(4, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Gladiator (2000)[(6, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Human Traffic (1999)[(7, 0.996999979019165)]	romance
Battlefield Earth (2000)[(6, 0.996999979019165)]	sci-fi
Pee-wee's Big Adventure (1985)[(5, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (6, 0.0020000000949949026)]	comedy
Road Trip (2000)[(2, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Twelve Chairs, The (1970)[(6, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Mission: Impossible II (2000)[(2, 0.996999979019165)]	action
Shanghai Noon (2000)[(3, 0.9900000095367432), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Gold Rush, The (1925)[(7, 0.9700000286102295), (1, 0.004000000189989805), (5, 0.004000000189989805), (0, 0.003000000026077032), (2, 0.003000000026077032)]	comedy
King in New York, A (1957)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Big Momma's House (2000)[(1, 0.9890000224113464), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Guns of Navarone, The (1961)[(2, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Blazing Saddles (1974)[(6, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
For a Few Dollars More (Per qualche dollaro in più) (1965)[(0, 0.9739999771118164), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032), (4, 0.003000000026077032)]	action
Flatliners (1990)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	sci-fi
Light Years (Gandahar) (1988)[(8, 0.996999979019165)]	animation
Night of the Creeps (1986)[(0, 0.9919999837875366), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Predator 2 (1990)[(0, 0.9959999918937683), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	action
Starman (1984)[(0, 0.9919999837875366), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Brother from Another Planet, The (1984)[(6, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Mad Max (1979)[(5, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	sci-fi
Road Warrior, The (Mad Max 2) (1981)[(5, 0.9869999885559082), (1, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	action
Mad Max Beyond Thunderdome (1985)[(3, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (6, 0.0020000000949949026), (0, 0.0010000000474974513)]	action
Bird on a Wire (1990)[(1, 0.5289999842643738), (2, 0.46700000762939453), (0, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	action
Soapdish (1991)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	comedy
Gone in 60 Seconds (2000)[(9, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513)]	action
Titan A.E. (2000)[(6, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	animation
Chicken Run (2000)[(4, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	animation
Me, Myself & Irene (2000)[(3, 0.9850000143051147), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Fun and Fancy Free (1947)[(6, 0.9869999885559082), (1, 0.0020000000949949026), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (2, 0.0010000000474974513)]	animation
Kentucky Fried Movie, The (1977)[(2, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
Thunderbolt and Lightfoot (1974)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Scary Movie (2000)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Shower (Xizao) (1999)[(6, 0.996999979019165)]	comedy
X-Men (2000)[(2, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Love and Death (1975)[(1, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Coyote Ugly (2000)[(5, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Hollow Man (2000)[(6, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Saving Grace (2000)[(1, 0.996999979019165)]	comedy
Brain That Wouldn't Die, The (1962)[(7, 0.9959999918937683), (5, 0.0010000000474974513)]	sci-fi
Phantasm II (1988)[(3, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	sci-fi
I'm the One That I Want (2000)[(3, 0.996999979019165)]	comedy
Replacements, The (2000)[(0, 0.9739999771118164), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032), (4, 0.003000000026077032)]	comedy
Naked Gun: From the Files of Police Squad!, The (1988)[(4, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Naked Gun 2 1/2: The Smell of Fear, The (1991)[(7, 0.9959999918937683), (1, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	comedy
Best in Show (2000)[(1, 0.996999979019165)]	comedy
Runaway (1984)[(5, 0.9909999966621399), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Meet the Parents (2000)[(1, 0.9850000143051147), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Pay It Forward (2000)[(8, 0.9959999918937683)]	comedy
Legend of Drunken Master, The (Jui kuen II) (1994)[(1, 0.9959999918937683)]	comedy
Charlie's Angels (2000)[(9, 0.9860000014305115), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (3, 0.0020000000949949026), (5, 0.0020000000949949026)]	action
Little Nicky (2000)[(0, 0.9890000224113464), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Red Planet (2000)[(0, 0.996999979019165)]	sci-fi
Eagle Has Landed, The (1976)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
6th Day, The (2000)[(9, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)[(0, 0.9950000047683716), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)[(8, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Dungeons & Dragons (2000)[(0, 0.9980000257492065)]	fantasy
Vertical Limit (2000)[(9, 0.996999979019165)]	action
Planes, Trains & Automobiles (1987)[(6, 0.9819999933242798), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	comedy
Snatch (2000)[(5, 0.996999979019165)]	comedy
Dude, Where's My Car? (2000)[(2, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
What Women Want (2000)[(8, 0.9750000238418579), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	romance
Family Man, The (2000)[(7, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	romance
Miss Congeniality (2000)[(1, 0.9850000143051147), (0, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999)[(5, 0.984000027179718), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026)]	action
O Brother, Where Art Thou? (2000)[(0, 0.984000027179718), (1, 0.0020000000949949026), (2, 0.0020000000949949026), (3, 0.0020000000949949026), (4, 0.0020000000949949026)]	comedy
Breakheart Pass (1975)[(4, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
Friendly Persuasion (1956)[(8, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Save the Last Dance (2001)[(3, 0.9940000176429749), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Panic (2000)[(6, 0.996999979019165)]	comedy
Beverly Hills Cop (1984)[(3, 0.9980000257492065)]	comedy
Can't Buy Me Love (1987)[(5, 0.9929999709129333), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	romance
Evil Dead, The (1981)[(7, 0.9769999980926514), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
Million Dollar Hotel, The (2001)[(7, 0.996999979019165)]	action
Saving Silverman (Evil Woman) (2001)[(1, 0.9940000176429749), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	comedy
Mexican, The (2001)[(8, 0.9879999756813049), (5, 0.0020000000949949026), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513)]	comedy
Get Over It (2001)[(1, 0.9950000047683716), (0, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Unbelievable Truth, The (1989)[(4, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	comedy
Fortune Cookie, The (1966)[(0, 0.9779999852180481), (1, 0.003000000026077032), (3, 0.003000000026077032), (5, 0.003000000026077032), (6, 0.003000000026077032)]	comedy
Girls Just Want to Have Fun (1985)[(2, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (4, 0.0010000000474974513)]	romance
Dish, The (2001)[(5, 0.9959999918937683), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (6, 0.0010000000474974513), (9, 0.0010000000474974513)]	comedy
Spy Kids (2001)[(2, 0.996999979019165)]	action
Bridget Jones's Diary (2001)[(9, 0.9950000047683716), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513), (6, 0.0010000000474974513)]	romance
Scarface (1983)[(0, 0.996999979019165)]	action
Mummy Returns, The (2001)[(6, 0.9800000190734863), (5, 0.003000000026077032), (0, 0.0020000000949949026), (1, 0.0020000000949949026), (2, 0.0020000000949949026)]	comedy
Krull (1983)[(7, 0.9919999837875366), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	fantasy
Knight's Tale, A (2001)[(9, 0.9959999918937683), (5, 0.0010000000474974513)]	comedy
Angel Eyes (2001)[(5, 0.8560000061988831), (3, 0.14000000059604645)]	romance
Shrek (2001)[(1, 0.996999979019165)]	animation
Moulin Rouge (2001)[(3, 0.996999979019165)]	romance
Pearl Harbor (2001)[(3, 0.9959999918937683)]	action
Throw Momma from the Train (1987)[(6, 0.9959999918937683)]	comedy
Evolution (2001)[(9, 0.9950000047683716), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (3, 0.0010000000474974513), (5, 0.0010000000474974513)]	comedy
Swordfish (2001)[(0, 0.996999979019165)]	action
Atlantis: The Lost Empire (2001)[(1, 0.9959999918937683)]	fantasy
Lara Croft: Tomb Raider (2001)[(1, 0.9980000257492065)]	action
Fast and the Furious, The (2001)[(4, 0.9890000224113464), (0, 0.0010000000474974513), (1, 0.0010000000474974513), (2, 0.0010000000474974513), (3, 0.0010000000474974513)]	action
A.I. Artificial Intelligence (2001)[(5, 0.996999979019165)]	sci-fi
